"Together as One!".jpg 	"Together as One!" 	Elite Shout. (3...13...15 seconds.) All party members near you or your pet deal +5...13...15 damage [sic] and gain +1...6...7 Health regeneration. PvE Skill 		10 Tango-energy.png 		15 Tango-recharge-darker.png 		Expertise	Core
Primal Echoes.jpg 	Primal Echoes 	Nature Ritual. Creates a level 1...8...10 spirit (30...126...150 second lifespan). Signets cost 10 energy for creatures in range. Does not affect spirits. 		5 Tango-energy.png 	5 Tango-activation-darker.png 	60 Tango-recharge-darker.png 		Beast Mastery	Core
Punishing Shot.jpg 	Punishing Shot 	Elite Bow Attack. Deals +10...18...20 damage. Interrupts an action. 		10 Tango-energy.png 	½ Tango-activation-darker.png 	5 Tango-recharge-darker.png 		Marksmanship	Prophecies
Quick Shot.jpg 	Quick Shot 	Elite Bow Attack. You shoot an arrow that moves twice as fast. 		5 Tango-energy.png 	1 Tango-activation-darker.png 	1 Tango-recharge-darker.png 			Core
Quickening Zephyr.jpg 	Quickening Zephyr 	Nature Ritual. Creates a level 1...8...10 spirit (15...39...45 second lifespan). Skills cost 30% more Energy and recharge twice as fast for creatures in range. Does not affect spirits. 		25 Tango-energy.png 	5 Tango-activation-darker.png 	60 Tango-recharge-darker.png 	Tango-quest-icon.png	Wilderness Survival	Core
Quicksand.jpg 	Quicksand 	Elite Nature Ritual. Creates a level 1...8...10 spirit (30...78...90 second lifespan). Creatures lose 1 Energy each time they attack or use a skill. Does not affect spirits. 		10 Tango-energy.png 	5 Tango-activation-darker.png 	30 Tango-recharge-darker.png 		Wilderness Survival	Nightfall
Rampage as One.jpg 	Rampage as One 	Elite Skill. (3...13...15 seconds.) You and your pet attack 33% faster and move 25% faster. No effect unless your pet is alive. 		25 Tango-energy.png 		10 Tango-recharge-darker.png 		Beast Mastery	Nightfall
Rapid Fire.jpg 	Rapid Fire 	Preparation. (5...21...25 seconds.) You attack 33% faster while wielding a bow. 		5 Tango-energy.png 	2 Tango-activation-darker.png 	12 Tango-recharge-darker.png 		Marksmanship	Eye of the North
Read the Wind.jpg 	Read the Wind 	Preparation. (24 seconds). +3...9...10 damage. Your arrows move twice as fast. 		5 Tango-energy.png 	2 Tango-activation-darker.png 	12 Tango-recharge-darker.png 	Tango-quest-icon.png	Marksmanship	Core
Read the Wind (PvP).jpg 	Read the Wind (PvP) 	Preparation. (24 seconds). Your arrows move twice as fast. 		5 Tango-energy.png 	2 Tango-activation-darker.png 	12 Tango-recharge-darker.png 		Marksmanship	Core
Revive Animal.jpg 	Revive Animal 	Skill. Resurrects all nearby allied pets (10...77...94% Health). 		5 Tango-energy.png 	6 Tango-activation-darker.png 	20 Tango-recharge-darker.png 		Beast Mastery	Prophecies
Roaring Winds.jpg 	Roaring Winds 	Nature Ritual. Creates a level 1...8...10 spirit (30...54...60 second lifespan). Chants and shouts cost 1...4...5 more Energy for creatures in range. 		10 Tango-energy.png 	5 Tango-activation-darker.png 	60 Tango-recharge-darker.png 		Wilderness Survival	Nightfall
Run as One.jpg 	Run as One 	Stance. (5...13...15 seconds.) You and your pet move 25% faster. 		5 Tango-energy.png 		15 Tango-recharge-darker.png 		Beast Mastery	Factions
Savage Pounce.jpg 	Savage Pounce 	Pet Attack. Deals +5...17...20 damage. Causes knock-down if target foe is casting a spell. 		5 Tango-energy.png 		10 Tango-recharge-darker.png 		Beast Mastery	Factions
Savage Shot.jpg 	Savage Shot 	Bow Attack. Interrupts an action. Interruption effect: deals +13...25...28 damage if action was a spell. 		10 Tango-energy.png 	½ Tango-activation-darker.png 	5 Tango-recharge-darker.png 	Tango-quest-icon.png	Marksmanship	Core
Scavenger Strike.jpg 	Scavenger Strike 	Pet Attack. Deals +10...22...25 damage. You gain 3...13...15 Energy if target foe has a condition. 		5 Tango-energy.png 		10 Tango-recharge-darker.png 		Beast Mastery	Core
Scavenger's Focus.jpg 	Scavenger's Focus 	Elite Skill. (10 seconds). You gain 3...10...12 Energy if you strike a foe who has a condition. 		5 Tango-energy.png 		20 Tango-recharge-darker.png 		Wilderness Survival	Nightfall
Screaming Shot.jpg 	Screaming Shot 	Bow Attack. Deals +10...22...25 damage. Inflicts Bleeding condition (5...17...20 seconds) if target foe is within earshot. 		10 Tango-energy.png 		8 Tango-recharge-darker.png 		Marksmanship	Nightfall
Seeking Arrows.jpg 	Seeking Arrows 	Preparation. (3...12...14 seconds.) Your arrows are unblockable. Ends if you fail to hit. 		15 Tango-energy.png 	2 Tango-activation-darker.png 	20 Tango-recharge-darker.png 		Marksmanship	Factions
Serpent's Quickness.jpg 	Serpent's Quickness 	Stance. (15...27...30 seconds.) Your skills recharge 33% faster. Ends if your Health drops below 50%. 		5 Tango-energy.png 		45 Tango-recharge-darker.png 	Tango-quest-icon.png	Wilderness Survival	Prophecies
Sloth Hunter's Shot.jpg 	Sloth Hunter's Shot 	Bow Attack. Deals +10...22...25 damage. Deals +10...30...35 more damage if target foe is not using a skill. 		10 Tango-energy.png 		8 Tango-recharge-darker.png 		Marksmanship	Eye of the North
Sloth Hunter's Shot (PvP).jpg 	Sloth Hunter's Shot (PvP) 	Bow Attack. Deals +5...17...20 damage. Deals +5...13...15 more damage if target foe is not using a skill. 		10 Tango-energy.png 		15 Tango-recharge-darker.png 		Marksmanship	Eye of the North
Smoke Trap.jpg 	Smoke Trap 	Elite Trap. (90 seconds.) Inflicts Blinded and Dazed conditions (5...9...10 seconds) to nearby foes. Easily interrupted. 		10 Tango-energy.png 	2 Tango-activation-darker.png 	20 Tango-recharge-darker.png 		Wilderness Survival	Nightfall
Snare.jpg 	Snare 	Trap. (90 seconds.) Affects nearby foes. Inflicts Crippled condition (3...13...15 seconds). Easily interrupted. 		5 Tango-energy.png 	2 Tango-activation-darker.png 	20 Tango-recharge-darker.png 		Wilderness Survival	Factions
Spike Trap.jpg 	Spike Trap 	Elite Trap. (90 seconds.) Affects nearby foes. Every second, (for 2 seconds), this trap deals 10...34...40 piercing damage, causes knockdown, and inflicts Crippled condition (3...21...25 seconds). Easily interrupted. 		10 Tango-energy.png 	2 Tango-activation-darker.png 	20 Tango-recharge-darker.png 		Wilderness Survival	Core
Splinter Shot.jpg 	Splinter Shot 	Bow Attack. Deals +3...13...15 damage. Deals 5...53...65 damage to adjacent foes if blocked. 		10 Tango-energy.png 		5 Tango-recharge-darker.png 		Marksmanship	Factions
Storm Chaser.jpg 	Storm Chaser 	Stance. (8...18...20 seconds.) You move 25% faster and gain 1...4...5 Energy whenever you take elemental damage. 		10 Tango-energy.png 		20 Tango-recharge-darker.png 	Tango-quest-icon.png	Wilderness Survival	Core
Storm's Embrace.jpg 	Storm's Embrace 	Stance. (10 seconds.) You move 25% faster. Renewal: whenever you take elemental damage. 		5 Tango-energy.png 		30 Tango-recharge-darker.png 			Nightfall
Strike as One.jpg 	Strike as One 	Elite Shout. Your animal companion instantly moves to your target and inflicts Bleeding (5...13...15 seconds) with its next attack. The next time you hit with an attack, you inflict Crippled condition (5...13...15 seconds). 		5 Tango-energy.png 		10 Tango-recharge-darker.png 		Beast Mastery	Nightfall
Sundering Attack.jpg 	Sundering Attack 	Bow Attack. Deals +5...21...25 damage. 10% armor penetration. 		10 Tango-energy.png 	¾ Tango-activation-darker.png 	4 Tango-recharge-darker.png 		Marksmanship	Factions
Sundering Attack (PvP).jpg 	Sundering Attack (PvP) 	Bow Attack. Deals +3...9...10 damage. 10% armor penetration. 		10 Tango-energy.png 	1 Tango-activation-darker.png 	4 Tango-recharge-darker.png 		Marksmanship	Factions
Symbiosis.jpg 	Symbiosis 	Nature Ritual. Creates a level 1...8...10 spirit (30...126...150 second lifespan). Creatures in range have +27...125...150 maximum health for each enchantment on them. Does not affect spirits. 		5 Tango-energy.png 	5 Tango-activation-darker.png 	60 Tango-recharge-darker.png 	Tango-quest-icon.png	Beast Mastery	Prophecies
Symbiotic Bond.jpg 	Symbiotic Bond 	Shout. (120...264...300 seconds.) Your pet has +1...3...3 Health regeneration. Half of all damage dealt to your pet is redirected to you. 		10 Tango-energy.png 		55 Tango-recharge-darker.png 		Beast Mastery	Prophecies
Throw Dirt.jpg 	Throw Dirt 	Touch Skill. Inflicts Blindness condition (3...13...15 seconds). Also affects foes adjacent to target foe. 		5 Tango-energy.png 	1 Tango-activation-darker.png 	30 Tango-recharge-darker.png 	Tango-quest-icon.png	Expertise	Core
Tiger's Fury.jpg 	Tiger's Fury 	Stance. (5...10...11 seconds.) You attack 25% faster. Disables your non-attack skills (5 seconds). 		10 Tango-energy.png 		10 Tango-recharge-darker.png 	Tango-quest-icon.png	Beast Mastery	Prophecies
Toxicity.jpg 	Toxicity 	Nature Ritual. Creates a level 1...8...10 spirit (30...78...90 second lifespan.) Poisoned or Diseased creatures within range have -2 Health degeneration. 		15 Tango-energy.png 	5 Tango-activation-darker.png 	60 Tango-recharge-darker.png 		Beast Mastery	Nightfall
Tranquility.jpg 	Tranquility 	Nature Ritual. Creates a level 1...8...10 spirit (15...51...60 second lifespan). Enchantments expire 20...44...50% faster on creatures in range. Does not affect spirits. 		15 Tango-energy.png 	5 Tango-activation-darker.png 	60 Tango-recharge-darker.png 		Wilderness Survival	Factions
Trapper's Focus.jpg 	Trapper's Focus 	Elite Preparation. (12...22...24 seconds.) Your trap skills are no longer easy to interrupt. You gain +0...2...2 to your Wilderness Survival attribute. 		5 Tango-energy.png 	2 Tango-activation-darker.png 	12 Tango-recharge-darker.png 		Expertise	Factions
Trapper's Speed.jpg 	Trapper's Speed 	Stance. (5...25...30 seconds.) Your traps recharge 25% faster and activate 25% faster. Ends if you hit with an attack. 		5 Tango-energy.png 		20 Tango-recharge-darker.png 		Expertise	Nightfall
Triple Shot.jpg 	Triple Shot 	Bow Attack. Shoot 3 arrows simultaneously at target foe. These arrows deal 40...25% less damage 		10 Tango-energy.png 		10 Tango-recharge-darker.png 		Allegiance rank	Factions
Tripwire.jpg 	Tripwire 	Trap. (90 seconds.) Deals 5...17...20 piercing damage to nearby foes. Causes knock-down to Crippled foes. Easily interrupted. 		10 Tango-energy.png 	2 Tango-activation-darker.png 	30 Tango-recharge-darker.png 		Wilderness Survival	Nightfall
Troll Unguent.jpg 	Troll Unguent 	Skill. (13 seconds.) You have +3...9...10 Health regeneration. 		5 Tango-energy.png 	3 Tango-activation-darker.png 	10 Tango-recharge-darker.png 	Tango-quest-icon.png	Wilderness Survival	Core
Viper's Nest.jpg 	Viper's Nest 	Trap. (90 seconds.) Affects nearby foes. Deals 5...29...35 piercing damage. Inflicts Poisoned condition (5...17...20 seconds). Easily interrupted. 		10 Tango-energy.png 	2 Tango-activation-darker.png 	20 Tango-recharge-darker.png 		Beast Mastery	Factions
Volley.jpg 	Volley 	Bow Attack. Deals +1...8...10 damage. Hits up to 3 foes adjacent to your target. All your preparations are removed. 		5 Tango-energy.png 		2 Tango-recharge-darker.png 		Marksmanship	Eye of the North
Whirling Defense.jpg 	Whirling Defense 	Stance. (8...18...20 seconds.) You have 75% chance to block. Deals 5...10...11 damage to adjacent foes whenever you block a projectile attack. 		10 Tango-energy.png 		60 Tango-recharge-darker.png 	Tango-quest-icon.png	Expertise	Core
Winnowing.jpg 	Winnowing 	Nature Ritual. Creates a level 1...8...10 spirit (30...126...150 second lifespan). Increases physical damage by +4 for creatures in range. Does not affect spirits. 		5 Tango-energy.png 	5 Tango-activation-darker.png 	60 Tango-recharge-darker.png 	Tango-quest-icon.png	Wilderness Survival	Core
Winter.jpg 	Winter 	Nature Ritual. Creates a level 1...8...10 spirit (30...126...150 second lifespan). Converts elemental damage to cold damage for creatures in range. Does not affect spirits. 		5 Tango-energy.png 	3 Tango-activation-darker.png 	60 Tango-recharge-darker.png 	Tango-quest-icon.png	Wilderness Survival	Prophecies
Zojun's Haste.jpg 	Zojun's Haste 	Stance. (5...10...11 seconds.) You move 33% faster and have 27...65...75% chance to block projectiles. Ends if you attack. 		5 Tango-energy.png 		30 Tango-recharge-darker.png 		Expertise	Factions
Zojun's Shot.jpg 	Zojun's Shot 	Half Range Bow Attack. Deals +10...34...40 damage. 		5 Tango-energy.png 		3 Tango-recharge-darker.png 		Expertise	Factions
