"Charge!".jpg 	"Charge!" 	Elite Shout. (5...11...13 seconds.) Allies in earshot move 33% faster. Initial effect: these allies lose the Crippled condition. 		5 Tango-energy.png 		20 Tango-recharge-darker.png 		Tactics	Core
Soldier's Stance.jpg 	Soldier's Stance 	Elite Stance. (5...13...15 seconds.) You have a 75% chance to block. You attack 33% faster while under the effects of a chant or shout. 		5 Tango-energy.png 		15 Tango-recharge-darker.png 		Tactics	Nightfall
Soldier's Stance (PvP).jpg 	Soldier's Stance (PvP) 	Elite Stance. (4...9...10 seconds.) You attack 33% faster while under the effects of a shout or chant. 		5 Tango-energy.png 		8 Tango-recharge-darker.png 		Tactics	Nightfall
Soldier's Strike.jpg 	Soldier's Strike 	Melee Attack. Deals +10...34...40 damage. Unblockable if you are under the effects of a chant or shout. 		5 Tango-energy.png 		4 Tango-recharge-darker.png 		Tactics	Nightfall
Sprint.jpg 	Sprint 	Stance. (8...13...14 seconds.) You move 25% faster. 		5 Tango-energy.png 		15 Tango-recharge-darker.png 	Tango-quest-icon.png	Strength	Core
Staggering Blow.jpg 	Staggering Blow 	Hammer Attack. Inflicts Weakness condition (5...17...20 seconds). 	4 Tango-adrenaline.png 		1 Tango-activation-darker.png 		Tango-quest-icon.png	Hammer Mastery	Core
Standing Slash.jpg 	Standing Slash 	Sword Attack. Deals +5...17...20 damage. Deals 5...17...20 more damage if you are in a stance. 	6 Tango-adrenaline.png 					Swordsmanship	Factions
Steady Stance.jpg 	Steady Stance 	Elite Stance. (10 seconds.) The next time you would be knocked-down, you gain 1...3...3 adrenaline and 1...6...7 Energy instead. 		5 Tango-energy.png 		6 Tango-recharge-darker.png 		Tactics	Nightfall
Steelfang Slash.jpg 	Steelfang Slash 	Sword Attack. Deals +1...25...31 damage. You gain 1...4...5 adrenaline if target foe is knocked down. 	8 Tango-adrenaline.png 			1 Tango-recharge-darker.png 		Swordsmanship	Nightfall
Sun and Moon Slash.jpg 	Sun and Moon Slash 	Sword Attack. You attack target foe twice. Unblockable. 	8 Tango-adrenaline.png 					Swordsmanship	Factions
Swift Chop.jpg 	Swift Chop 	Axe Attack. Deals +1...16...20 damage. Deals 1...16...20 damage and inflicts Deep Wound condition (20 seconds) if blocked. 		5 Tango-energy.png 		4 Tango-recharge-darker.png 	Tango-quest-icon.png	Axe Mastery	Core
Symbolic Strike.jpg 	Symbolic Strike 	Melee Attack. Deals +12 damage (maximum 70) for each signet you have equipped. 	4 Tango-adrenaline.png 						Eye of the North
Thrill of Victory.jpg 	Thrill of Victory 	Melee Attack. Deals +20...36...40 damage. If you have more Health than your target, you gain 1...2...2 adrenaline. 		5 Tango-energy.png 		8 Tango-recharge-darker.png 		Tactics	Core
Tiger Stance.jpg 	Tiger Stance 	Stance. (4...9...10 seconds.) You attack 33% faster. Ends if you fail to hit. 		5 Tango-energy.png 		20 Tango-recharge-darker.png 		Strength	Factions
Triple Chop.jpg 	Triple Chop 	Elite Axe Attack. Deals +10...34...40 damage. Also hits adjacent foes. 		5 Tango-energy.png 		10 Tango-recharge-darker.png 		Axe Mastery	Factions
Warrior's Cunning.jpg 	Warrior's Cunning 	Skill. (5...10...11 seconds.) Your melee attacks are unblockable. 		10 Tango-energy.png 		60 Tango-recharge-darker.png 		Strength	Core
Warrior's Endurance.jpg 	Warrior's Endurance 	Elite Skill. (5...29...35 seconds.) You gain 3 Energy each time you hit with a melee attack. No Energy gain if you have more than 10...22...25 Energy. 		5 Tango-energy.png 		30 Tango-recharge-darker.png 		Strength	Prophecies
Warrior's Endurance (PvP).jpg 	Warrior's Endurance (PvP) 	Elite Stance. (5...29...35 seconds.) You gain 3 Energy each time you hit with a melee attack. No Energy gain if you have more than 10...22...25 Energy. 		5 Tango-energy.png 		30 Tango-recharge-darker.png 		Strength	Prophecies
Wary Stance.jpg 	Wary Stance 	Stance. (1...5...6 second[s]). You block attack skills. Gain adrenaline and 5 Energy for each block. Ends if you use a skill. 		10 Tango-energy.png 		10 Tango-recharge-darker.png 		Tactics	Prophecies
Whirling Axe.jpg 	Whirling Axe 	Elite Axe Attack. Deals +5...17...20 damage and removes a stance. Unblockable. 	4 Tango-adrenaline.png 					Axe Mastery	Factions
Whirlwind Attack.jpg 	Whirlwind Attack 	Melee Attack. Deals +13...20 damage to target and adjacent foes. 	6 Tango-adrenaline.png 			1 Tango-recharge-darker.png 		Sunspear rank	Nightfall
Wild Blow.jpg 	Wild Blow 	Melee Attack. Always a critical hit. Removes a stance. Unblockable. Lose all adrenaline. 		5 Tango-energy.png 		8 Tango-recharge-darker.png 	Tango-quest-icon.png		Core
Yeti Smash.jpg 	Yeti Smash 	Hammer Attack. Attack all adjacent foes. Knocks down foes suffering from a condition. You lose all adrenaline. 50% failure chance unless Hammer Mastery is 5 or more. 	6 Tango-adrenaline.png 					Hammer Mastery	Factions
